"Code","Pen","System","Trial","Sampling_time","Sampling_date","Chicken_body_weight","TBARS","Salmonella","Campylobacter","Clostridium","Cortisol","FPD","Haptoglobin","CRP","LPS","Observations","Comments","Treatment","Sex","Replicate","Breed","Crypt_depth_caecum","Acidic_goblet_cell_number_caecum","Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum","Acidic_goblet_cell_density_caecum","Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum","Acetic_acid_caecum","Propionic_acid_caecum","i.Butyric_acid_caecum","n.Butyric_acid_caecum","i.Valeric_acid_caecum","n.Valeric_acid_caecum","Total_SCFAs_caecum","Total_branch_chain_fatty_acids_caecum","Putrescin_caecum","Histamin_caecum","Cadaverin_caecum","Spermidin_caecum","Tyramin_caecum","Spermin_caecum","Gesamtamine_caecum","L.Laktat_caecum","D.Laktat_caecum","Total_lactate_caecum","L.D_lactic_ratio_caecum","Ammonium_caecum","Acetic.totalFA_ratio_caecum","Propionic.totalFA_ratio","iButyric.totalFA_ratio_caecum","nButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum","nValeric.totalFA_ratio_caecum","IL1_caecum","IL2_caecum","IL4_caecum","IL6_caecum","IL8_caecum","IL10_caecum","IL12_caecum","IL17_caecum","IL18_caecum","TNFa_caecum","IFNg_caecum","TGFb_caecum","MUC2_caecum","CLN5_caecum","Villi_height_ileum","Villi_width_ileum","Crypt_depth_ileum","VH.CD_ratio_ileum","Epithelial_area_ileum","Acidic_goblet_cell_number_ileum","Mixed_goblet_cell_number","Total_goblet_cell_number_ileum","Acidic_goblet_cell_density_ileum","Mixed_goblet_cell_density_ileum","Total_goblet_cell_density_ileum","Acetic_acid_ileum","Propionic_acid_ileum","i.Butyric_acid_ileum","n.Butyric_acid_ileum","i.Valeric_acid_ileum","n.Valeric_acid_ileum","Total_SCFAs_ileum","Total_branch_chain_fatty_acids_ileum","Putrescin_ileum","Histamin_ileum","Cadaverin_ileum","Spermidin_ileum","Tyramin_ileum","Spermin_ileum","Gesamtamine_ileum","L.Laktat_ileum","D.Laktat_ileum","Total_lactate_ileum","L.D_lactic_ratio_ileum","Ammonium_ileum","Acetic.totalFA_ratio_ileum","Propionic.totalFA_ratio_ileum","iButyric.totalFA_ratio_ileum","nButyric.totalFA_ratio_ileum","iValeria.totalFA_ratio_ileum","nValeric.totalFA_ratio_ileum","IL1_ileum","IL2_ileum","IL4_ileum","IL6_ileum","IL8_ileum","IL10_ileum","IL12_ileum","IL17_ileum","IL18_ileum","TNFa_ileum","IFNg_ileum","TGFb_ileum","MUC2_ileum","CLN5_ileum"
"CB21.05","CB21","Chicken","CB","Day 7","07/05/2019",190,NA,"NS","NS","NS",NA,NA,2349.13,3.74,42.75,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.06","CB21","Chicken","CB","Day 7","07/05/2019",227.1,NA,"NS","NS","NS",NA,NA,2399.05,2.82,42.87,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.07","CB21","Chicken","CB","Day 21","20/05/2019",938.6,NA,"-","-","-",NA,NA,47.72,0,40.51,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.08","CB21","Chicken","CB","Day 21","20/05/2019",898.3,NA,"-","-","-",NA,NA,21.96,0,42.06,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.09","CB21","Chicken","CB","Day 21","20/05/2019",887.6,NA,"-","-","-",NA,NA,26.91,0,43.76,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.10","CB21","Chicken","CB","Day 21","21/05/2019",898.1,NA,"-","-","-",NA,NA,66.18,0,15.59,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.11","CB21","Chicken","CB","Day 21","21/05/2019",887.2,NA,"-","-","-",NA,NA,69.77,0,13.02,"","","CE","Female","R2","Ross",246.7,4.8,13.6,18.4,2.10899004,5.955463771,8.064453812,87.46953554,2.183437264,0.474436091,19.30880104,"0.123145099",0.558232699,110.1175877,0.59758119,NA,NA,NA,NA,NA,NA,NA,0.0247,0.00315,0.0279,0.127413127,NA,0.794328475,0.0198,0.00431,0.175347112,0.00112,0.00507,-2.671,-5.044,-3.486,-5.7,-2.71,-6.006,-4.327,-3.961,-2.724,-2.919,-1.986,-0.886,-1.26,-2.218,531.8888889,151.6666667,123.2222222,4.316501353,80.66981481,0,103.7183333,103.7183333,"0",19.5,19.5,3.34093,0.106126,0.183716,0,0,0.019,3.6497714,0.183716,0.0202,0,0.151641529,0.0303,0,0.0101,0.21229814,25.53473252,4.461786782,29.9965193,0.174734032,2.789246783,0.915380618,0.0291,0.0503,0,0,0.00521,-0.934,-4.357,-2.028,-4.526,-1.437,-3.905,-2.208,-1.463,-1.42,-1.581,-0.62,1.566,1.94,-0.258
"CB21.12","CB21","Chicken","CB","Day 21","21/05/2019",907.9,NA,"-","-","-",NA,NA,65.36,0,13.21,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.13","CB21","Chicken","CB","Day 35","03/06/2019",1792.7,NA,"-","-","-",NA,NA,179.54,0.23,48.15,"","","CE","Female","R2","Ross",282.844,1.7,25.6,27.3,0.553422818,8.718279054,9.271701872,72.6617753,5.848552166,0.583731642,18.50639431,"0.364974534",0.755384786,98.72081274,1.451190487,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,8.729229581,0.726104696,0.0628,0.00606,0.191591501,0.0062,0.00728,-2.826,-3.788,-3.269,-4.421,-2.523,-5.176,-3.16,-4.93,-2.133,-3.293,-2.174,-0.757,-0.733,-1.256,641.6,120.032,90.703,7.073635933,77.0125312,23.0976,130.2448,153.3424,"3.6",20.3,23.9,2.753361551,0.0614,0,0,0,0.0323,2.847031401,0,NA,0.031,NA,0.0466,0,0.0155,1.903952711,85.47147362,29.28346599,114.7549396,0.342610988,2.667832809,0.967099116,0.0216,0,0,0,0.0113,-2.923,-5.073,-3.807,-5.32,-3.505,-5.332,-3.745,-6.082,-2.977,-3.438,-2.489,-0.741,0.209,-2.059
"CB21.14","CB21","Chicken","CB","Day 35","03/06/2019",2184.8,NA,"-","-","-",NA,NA,67.76,0.12,42.14,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.15","CB21","Chicken","CB","Day 35","04/06/2019",2037,NA,"-","-","-",NA,NA,4.65,0,62.87,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.16","CB21","Chicken","CB","Day 35","04/06/2019",1687.2,NA,"NS","NS","NS",NA,NA,545.75,0.68,38.73,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.17","CB21","Chicken","CB","Day 35","05/06/2019",2148.9,NA,"NS","NS","NS",NA,NA,81.58,0.29,14.76,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.18","CB21","Chicken","CB","Day 35","05/06/2019",2284.6,NA,"-","-","-",NA,NA,116.55,0,9.72,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.01","CB22","Chicken","CB","Day 7","06/05/2019",180.9,NA,"-","-","-",NA,NA,0,3.45,40.61,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.02","CB22","Chicken","CB","Day 7","06/05/2019",179.6,NA,"NS","NS","NS",NA,NA,0,3.54,49.24,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.03","CB22","Chicken","CB","Day 7","06/05/2019",168.1,NA,"NS","NS","NS",NA,NA,-45.31,2.99,46.76,"","","CC","Female","R2","Ross",225.5,12,23.3,35.3,5.301241624,10.34567827,15.6469199,51.01479235,3.794390195,0.790451218,8.882928702,"0.38783264",0.623116575,65.49351168,1.178283858,NA,NA,NA,NA,NA,NA,NA,2.581084154,NA,2.581084154,0,NA,0.778928951,0.0579,0.0121,0.135630667,0.00592,0.00951,-3.265,-5.061,-4.463,-5.711,-2.666,NA,-4.611,-4.129,-3.197,-3.195,-3.445,-1.488,-0.704,-2.26,310.7,83.8,91.8,3.38453159,26.03666,2.4856,61.8293,64.3149,"0.8",19.9,20.7,2.60203,0.113222,0.121775,0,0.0161,0.0583,2.9114597,0.137865,NA,NA,NA,NA,NA,NA,NA,7.023560935,0.548965158,7.572526092,0.0782,NA,0.893720081,0.0389,0.0418,0,0.00553,0.02,0.031,-0.148,0.117,-3.117,-6.088,-2.26,-4.498,-2.496,-6.36,-4.42,-3.404,-2.966,-2.624,-2.26
"CB22.04","CB22","Chicken","CB","Day 7","07/05/2019",203.3,NA,"NS","NS","NS",NA,NA,209.18,2.99,43.59,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.05","CB22","Chicken","CB","Day 7","07/05/2019",229.3,NA,"NS","NS","NS",NA,NA,22.06,0.38,37.58,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.06","CB22","Chicken","CB","Day 7","07/05/2019",241.5,NA,"-","-","-",NA,NA,21.5,0.39,35.08,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.07","CB22","Chicken","CB","Day 21","20/05/2019",707.3,NA,"-","-","-",NA,NA,23.05,0.75,38.85,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.08","CB22","Chicken","CB","Day 21","20/05/2019",876.6,NA,"-","-","-",NA,NA,21.02,0,39.48,"","","CC","Female","R2","Ross",216.2,9.4,17.2,26.6,4.378587445,8.033637769,12.41222521,41.21465592,2.897642676,0.457353895,6.412782077,"0.189378004",0.354421526,51.52623409,0.646731899,NA,NA,NA,NA,NA,NA,NA,0.0193,NA,0.0193,0,NA,0.799877124,0.0562,0.00888,0.124456642,0.00368,0.00688,-3.166,-4.765,-3.482,-5.557,-2.782,-6.396,-4.211,-4.076,-2.452,-3.183,-2.572,-1.329,-1.635,-2.516,815.4,104.2,155.7,5.23699422,84.96468,1.6308,199.773,201.4038,"0.2",24.5,24.7,4.92926,0.0647,0.141319,0,0,0.0305,5.1657738,0.141319,0.00508,0,0.0102,0.0102,0,0,0.0254,3.914486281,0.499314472,4.413800754,0.127555556,2.020833649,0.954215223,0.0125,0.0274,0,0,0.00591,-1.465,-3.883,-1.981,-5.397,-1.787,-4.242,-1.988,-1.992,-1.037,-1.818,-0.449,1.732,1.957,0.043
"CB22.09","CB22","Chicken","CB","Day 21","20/05/2019",897,NA,"NS","NS","NS",NA,NA,29.94,0.78,41.93,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.10","CB22","Chicken","CB","Day 21","21/05/2019",981.3,NA,"-","-","-",NA,NA,67.5,0.55,15.39,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.11","CB22","Chicken","CB","Day 21","21/05/2019",936.9,NA,"NS","NS","NS",NA,NA,82.62,0.43,14.38,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.12","CB22","Chicken","CB","Day 21","21/05/2019",971.5,NA,"-","-","-",NA,NA,80.6,0.47,12.82,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.13","CB22","Chicken","CB","Day 35","03/06/2019",2273.1,NA,"-","-","-",NA,NA,101.66,0.08,51.41,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.14","CB22","Chicken","CB","Day 35","03/06/2019",2050.8,NA,"-","-","-",NA,NA,48.47,1.16,45.61,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.15","CB22","Chicken","CB","Day 35","04/06/2019",1915.5,NA,"-","-","-",NA,NA,169.64,0,52.8,"","","CC","Female","R2","Ross",311.01,6.5,12.5,19,2.366550831,4.730241823,7.096792654,69.38024325,4.598657565,0.121106833,21.36161454,"3.27E-02",0.337182695,95.83149778,0.254835727,NA,NA,NA,NA,NA,NA,NA,25.34648129,23.8699033,49.21638458,0.941744261,NA,0.709790678,0.0485,0,0.235930818,0.00229,0.00353,-3.066,-4.034,-3.421,-5.643,-2.189,-5.078,-3.648,-3.029,-2.463,-3.668,-2.697,-0.995,-0.873,-1.771,738.857,111.098,169.075,4.369995564,82.08553499,22.904567,131.516546,154.421113,"3.1",17.8,20.9,2.690862745,0.234411765,0,0,0.0544,0.0298,3.009464118,0.0544,NA,0.0356,NA,0.061,0,0.0254,2.75554973,82.50079412,26.20826471,108.7090588,0.317672878,2.638205289,0.89413352,0.0779,0,0,0.0181,0.0099,-2.794,-5.294,-4.021,-5.95,-3.322,-5.309,-3.764,-3.761,-2.679,-3.462,-2.664,-1.034,0.119,-2.112
"CB22.16","CB22","Chicken","CB","Day 35","04/06/2019",1755,NA,"-","-","-",NA,NA,205.09,0.72,59.75,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB22.17","CB22","Chicken","CB","Day 35","05/06/2019",1783.8,NA,"-","-","-",NA,NA,77.87,0,11,"","","CC","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
